,image_name,encoder_type,encoder_args,encoder_name,num_bytes,mse,ssim,psnr
265,rocket_and_streamer_wide.jpg,YChrDctNonTile,"(5, 5, 8)","KnockOffJpeg: YQ: 0.05, CQ: 0.4, CDiv: 8",27648,61.209204282407406,0.48414554071079846,19.722704350559376
266,rocket_and_streamer_wide.jpg,YChrDctNonTile,"(7, 7, 8)","KnockOffJpeg: YQ: 0.07, CQ: 0.56, CDiv: 8",53400,57.58161820023148,0.5034304257038323,20.543012125053757
267,rocket_and_streamer_wide.jpg,YChrDctNonTile,"(11, 11, 8)","KnockOffJpeg: YQ: 0.11, CQ: 0.88, CDiv: 8",132720,54.08657190393519,0.5293763623967443,21.206557571654354
268,rocket_and_streamer_wide.jpg,YChrDctNonTile,"(16, 16, 8)","KnockOffJpeg: YQ: 0.16, CQ: 1.3, CDiv: 8",209040,51.48702654803241,0.5669774860773996,21.786658969549467
269,rocket_and_streamer_wide.jpg,YChrDctNonTile,"(23, 23, 8)","KnockOffJpeg: YQ: 0.23, CQ: 1.8, CDiv: 8",309240,49.52998336226852,0.62112002900589,22.426756116237264
270,john_and_dean.JPG,YChrDctNonTile,"(0, 0, 8)","KnockOffJpeg: YQ: 0.0, CQ: 0.0, CDiv: 8",0,105.58485315393519,0.1445927709952483,0.5781717269893707
271,john_and_dean.JPG,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,72.87256510416667,0.587913617384434,18.431314761800365
272,john_and_dean.JPG,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,72.87256510416667,0.587913617384434,18.431314761800365
273,john_and_dean.JPG,YChrDctNonTile,"(2, 2, 8)","KnockOffJpeg: YQ: 0.02, CQ: 0.16, CDiv: 8",4200,64.25979709201388,0.5974499130068119,20.060955138588255
274,john_and_dean.JPG,YChrDctNonTile,"(3, 3, 8)","KnockOffJpeg: YQ: 0.03, CQ: 0.24, CDiv: 8",9576,58.70549623842592,0.601355145603575,20.978159027889646
275,john_and_dean.JPG,YChrDctNonTile,"(5, 5, 8)","KnockOffJpeg: YQ: 0.05, CQ: 0.4, CDiv: 8",27648,52.830765335648145,0.6096101929144803,22.525581059121432
276,john_and_dean.JPG,YChrDctNonTile,"(7, 7, 8)","KnockOffJpeg: YQ: 0.07, CQ: 0.56, CDiv: 8",53400,48.54901801215278,0.6230552596889777,23.440500389191442
277,john_and_dean.JPG,YChrDctNonTile,"(11, 11, 8)","KnockOffJpeg: YQ: 0.11, CQ: 0.88, CDiv: 8",132720,43.33001663773148,0.6539892617204184,24.70121142529149
278,john_and_dean.JPG,YChrDctNonTile,"(16, 16, 8)","KnockOffJpeg: YQ: 0.16, CQ: 1.3, CDiv: 8",209040,38.63958478009259,0.6965827106576988,25.712260515593286
279,john_and_dean.JPG,YChrDctNonTile,"(23, 23, 8)","KnockOffJpeg: YQ: 0.23, CQ: 1.8, CDiv: 8",309240,34.397547019675926,0.7512599197229065,26.875094900399496
280,2.jpg,YChrDctNonTile,"(0, 0, 8)","KnockOffJpeg: YQ: 0.0, CQ: 0.0, CDiv: 8",0,106.768828125,0.15829529953592422,0.056855179999514845
281,2.jpg,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,74.02944986979166,0.6976524109685985,22.551855593593864
282,2.jpg,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,74.02944986979166,0.6976524109685985,22.551855593593864
